Gene stable ID	Gene name	Transcript stable ID	NCBI gene (formerly Entrezgene) ID
ENSRNOG00000023781	Plec	ENSRNOT00000040762	64204
ENSRNOG00000023781	Plec	ENSRNOT00000042642	64204
ENSRNOG00000023781	Plec	ENSRNOT00000091285	64204
ENSRNOG00000023781	Plec	ENSRNOT00000091840	64204
ENSRNOG00000023781	Plec	ENSRNOT00000083429	64204
ENSRNOG00000023781	Plec	ENSRNOT00000086550	64204
ENSRNOG00000023781	Plec	ENSRNOT00000081021	64204
ENSRNOG00000023781	Plec	ENSRNOT00000006311	64204
ENSRNOG00000061794	Olr1418	ENSRNOT00000050448	287313
ENSRNOG00000057759	AABR07027854.1	ENSRNOT00000089746	
ENSRNOG00000040214	AABR07059198.1	ENSRNOT00000061894	
ENSRNOG00000053792	AABR07011994.1	ENSRNOT00000082104	
ENSRNOG00000029678	Znf354b	ENSRNOT00000004902	102556119
ENSRNOG00000044601	5S_rRNA	ENSRNOT00000069868	
ENSRNOG00000061475	AABR07038284.1	ENSRNOT00000078866	
ENSRNOG00000055600	U6	ENSRNOT00000081857	
ENSRNOG00000052293	SNORD15	ENSRNOT00000085357	
ENSRNOG00000060736	U1	ENSRNOT00000083997	
ENSRNOG00000059988	U6	ENSRNOT00000091178	
ENSRNOG00000015863	Npsr1	ENSRNOT00000021625	300458
ENSRNOG00000032626	Mmp3	ENSRNOT00000012310	171045
ENSRNOG00000032626	Mmp3	ENSRNOT00000091704	171045
ENSRNOG00000056170	U6	ENSRNOT00000086983	
ENSRNOG00000024678	Izumo1	ENSRNOT00000033278	499152
ENSRNOG00000058942	AABR07037847.1	ENSRNOT00000091839	
ENSRNOG00000006462	Ero1a	ENSRNOT00000009404	171562
ENSRNOG00000001593	Lnpk	ENSRNOT00000068018	362151
ENSRNOG00000001593	Lnpk	ENSRNOT00000083045	362151
ENSRNOG00000054913	AABR07060786.1	ENSRNOT00000084519	
ENSRNOG00000060692	AABR07025594.2	ENSRNOT00000078334	
ENSRNOG00000030443	Rab9a	ENSRNOT00000050018	84589
ENSRNOG00000033583	LOC100910577	ENSRNOT00000042498	100910577
ENSRNOG00000053993	U2	ENSRNOT00000089089	
ENSRNOG00000055394	U1	ENSRNOT00000086561	
ENSRNOG00000053039	SNORD115	ENSRNOT00000091498	
ENSRNOG00000056635	U1	ENSRNOT00000079950	
ENSRNOG00000001466	LOC100361492	ENSRNOT00000001990	100361492
ENSRNOG00000054994	AC112534.2	ENSRNOT00000082070	
ENSRNOG00000047870	AABR07048510.1	ENSRNOT00000071582	
ENSRNOG00000050636	Arhgef10l	ENSRNOT00000074074	684811
ENSRNOG00000050636	Arhgef10l	ENSRNOT00000075382	684811
ENSRNOG00000050636	Arhgef10l	ENSRNOT00000074378	684811
ENSRNOG00000035650	Mir3548	ENSRNOT00000053773	100526567
ENSRNOG00000047593	AABR07071814.1	ENSRNOT00000073137	
ENSRNOG00000015067	Abhd16b	ENSRNOT00000020210	311720
ENSRNOG00000041291	AABR07044767.1	ENSRNOT00000063044	
ENSRNOG00000041652	5S_rRNA	ENSRNOT00000063405	
ENSRNOG00000002352	Tsen15	ENSRNOT00000087713	289083
ENSRNOG00000002352	Tsen15	ENSRNOT00000065521	289083
ENSRNOG00000006795	Apmap	ENSRNOT00000008931	366227
ENSRNOG00000006795	Apmap	ENSRNOT00000091310	366227
ENSRNOG00000006795	Apmap	ENSRNOT00000040188	366227
ENSRNOG00000002454	Rnf2	ENSRNOT00000065944	304850
ENSRNOG00000002454	Rnf2	ENSRNOT00000092053	304850
ENSRNOG00000052029	U4	ENSRNOT00000083962	
ENSRNOG00000056303	U6	ENSRNOT00000079927	
ENSRNOG00000052968	Hnrnpa3	ENSRNOT00000078872	362152
ENSRNOG00000013838	Hcrtr1	ENSRNOT00000018674	25593
ENSRNOG00000050101	AABR07031675.1	ENSRNOT00000073476	
ENSRNOG00000014896	Adgrg3	ENSRNOT00000020062	291854
ENSRNOG00000047810	AC128800.1	ENSRNOT00000071606	
ENSRNOG00000018229	Slc45a1	ENSRNOT00000024581	246258
ENSRNOG00000053830	AC133055.1	ENSRNOT00000081749	
ENSRNOG00000004903	Ebp	ENSRNOT00000007015	117278
ENSRNOG00000043410	Cfap300	ENSRNOT00000068290	654482
ENSRNOG00000051575	U1	ENSRNOT00000088411	
ENSRNOG00000056602	7SK	ENSRNOT00000077130	
ENSRNOG00000036071	5S_rRNA	ENSRNOT00000054194	
ENSRNOG00000035538	Mirlet7f1	ENSRNOT00000053661	100314277
ENSRNOG00000035538	Mirlet7f1	ENSRNOT00000053661	100526574
ENSRNOG00000052571	U6	ENSRNOT00000087974	
ENSRNOG00000021024	Pi4kb	ENSRNOT00000040501	81747
ENSRNOG00000021024	Pi4kb	ENSRNOT00000080966	81747
ENSRNOG00000053689	AABR07004294.1	ENSRNOT00000077302	
ENSRNOG00000055632	AABR07034739.2	ENSRNOT00000085129	
ENSRNOG00000007644	Mbtps2	ENSRNOT00000033010	302705
ENSRNOG00000007644	Mbtps2	ENSRNOT00000087898	302705
ENSRNOG00000056295	AABR07044850.1	ENSRNOT00000081900	
ENSRNOG00000052037	AABR07015917.1	ENSRNOT00000083054	
ENSRNOG00000037437	Golga3	ENSRNOT00000056656	312077
ENSRNOG00000047759	Mir344b-3	ENSRNOT00000075350	100526568
ENSRNOG00000047759	Mir344b-3	ENSRNOT00000075350	104796151
ENSRNOG00000060197	AABR07004404.1	ENSRNOT00000088103	
ENSRNOG00000061697	AC134757.1	ENSRNOT00000082379	
ENSRNOG00000049223	Vipas39	ENSRNOT00000079373	681989
ENSRNOG00000049223	Vipas39	ENSRNOT00000073428	681989
ENSRNOG00000055544	AABR07052598.1	ENSRNOT00000081155	
ENSRNOG00000026828	Scfd2	ENSRNOT00000038506	498353
ENSRNOG00000054929	AABR07072414.1	ENSRNOT00000084998	
ENSRNOG00000061668	AABR07035190.1	ENSRNOT00000084891	
ENSRNOG00000052190	AABR07072602.1	ENSRNOT00000087290	
ENSRNOG00000055370	Lce6a	ENSRNOT00000080554	100361652
ENSRNOG00000058000	AABR07068085.4	ENSRNOT00000082329	
ENSRNOG00000024213	Golim4	ENSRNOT00000064588	310526
ENSRNOG00000024213	Golim4	ENSRNOT00000089229	310526
ENSRNOG00000024213	Golim4	ENSRNOT00000037115	310526
ENSRNOG00000051468	AABR07063743.1	ENSRNOT00000091185	
ENSRNOG00000006622	Cry1	ENSRNOT00000009124	299691
ENSRNOG00000058157	Ldlrad3	ENSRNOT00000083703	366138
ENSRNOG00000055152	AABR07044173.1	ENSRNOT00000077683	
ENSRNOG00000009334	Knstrn	ENSRNOT00000012454	311325
ENSRNOG00000053747	AABR07054562.1	ENSRNOT00000078224	
ENSRNOG00000010685	Tbx18	ENSRNOT00000014657	315870
ENSRNOG00000051381	AABR07026143.1	ENSRNOT00000077335	
ENSRNOG00000061014	AABR07066870.1	ENSRNOT00000082099	
ENSRNOG00000051539	AABR07027381.1	ENSRNOT00000089081	
ENSRNOG00000014303	Lrp11	ENSRNOT00000019181	292462
ENSRNOG00000018009	Rab8b	ENSRNOT00000024286	266688
ENSRNOG00000025369	AABR07055668.1	ENSRNOT00000035110	
ENSRNOG00000004993	Olr778	ENSRNOT00000006622	404796
ENSRNOG00000007133	Plxnb2	ENSRNOT00000088623	315217
ENSRNOG00000007133	Plxnb2	ENSRNOT00000010467	315217
ENSRNOG00000011584	Gpatch1	ENSRNOT00000015791	292810
ENSRNOG00000059897	Gjb5	ENSRNOT00000081919	29586
ENSRNOG00000015576	Hsdl1	ENSRNOT00000020859	361418
ENSRNOG00000008405	Taco1	ENSRNOT00000063973	360645
ENSRNOG00000006532	H3f3a	ENSRNOT00000050223	117056
ENSRNOG00000049602	Olr318	ENSRNOT00000029224	686787
ENSRNOG00000047555	Olr623	ENSRNOT00000071021	404848
ENSRNOG00000000383	Mypn	ENSRNOT00000090083	309760
ENSRNOG00000000383	Mypn	ENSRNOT00000057872	309760
ENSRNOG00000042980	Adam19	ENSRNOT00000008184	303068
ENSRNOG00000050181	LOC100911881	ENSRNOT00000026390	100911881
ENSRNOG00000050181	LOC100911881	ENSRNOT00000082221	100911881
ENSRNOG00000050181	LOC100911881	ENSRNOT00000026390	293628
ENSRNOG00000050181	LOC100911881	ENSRNOT00000082221	293628
ENSRNOG00000051932	AABR07016635.1	ENSRNOT00000080969	
ENSRNOG00000006350	Tle6	ENSRNOT00000008360	299637
ENSRNOG00000002369	Rgs8	ENSRNOT00000083366	54297
ENSRNOG00000002369	Rgs8	ENSRNOT00000003239	54297
ENSRNOG00000002369	Rgs8	ENSRNOT00000088329	54297
ENSRNOG00000020833	Cspg5	ENSRNOT00000028278	50568
ENSRNOG00000050552	AABR07053516.1	ENSRNOT00000074392	
ENSRNOG00000016309	Rgp1	ENSRNOT00000064419	313493
ENSRNOG00000016309	Rgp1	ENSRNOT00000021888	313493
ENSRNOG00000015233	Etfa	ENSRNOT00000020544	300726
ENSRNOG00000019028	Znrf1	ENSRNOT00000025716	690769
ENSRNOG00000000653	Nr5a2	ENSRNOT00000000812	60349
ENSRNOG00000009193	Lctl	ENSRNOT00000087622	315750
ENSRNOG00000009193	Lctl	ENSRNOT00000012308	315750
ENSRNOG00000017284	Nop16	ENSRNOT00000023320	306768
ENSRNOG00000058580	Paip1	ENSRNOT00000091387	365684
ENSRNOG00000058580	Paip1	ENSRNOT00000081157	365684
ENSRNOG00000003553	Efemp1	ENSRNOT00000004764	305604
ENSRNOG00000058646	Zfp36l1	ENSRNOT00000083677	29344
ENSRNOG00000026976	AABR07056369.1	ENSRNOT00000047547	
ENSRNOG00000008297	Oser1	ENSRNOT00000011610	296346
ENSRNOG00000021943	Fam216b	ENSRNOT00000038579	290372
ENSRNOG00000005506	Arhgef5	ENSRNOT00000044780	140898
ENSRNOG00000008425	Nav1	ENSRNOT00000064758	685707
ENSRNOG00000008425	Nav1	ENSRNOT00000037100	685707
ENSRNOG00000008425	Nav1	ENSRNOT00000011801	685707
ENSRNOG00000059247	Olr569	ENSRNOT00000079367	404866
ENSRNOG00000011208	Rapsn	ENSRNOT00000081160	362161
ENSRNOG00000011208	Rapsn	ENSRNOT00000068444	362161
ENSRNOG00000024346	Plet1	ENSRNOT00000059210	363060
ENSRNOG00000042897	Nmrk2	ENSRNOT00000066348	100912521
ENSRNOG00000000975	Mcoln1	ENSRNOT00000001290	288371
ENSRNOG00000011684	Auh	ENSRNOT00000015786	361215
ENSRNOG00000021434	Usp51	ENSRNOT00000029397	317398
ENSRNOG00000055401	Kcnc1	ENSRNOT00000089488	25327
ENSRNOG00000016032	Cnnm3	ENSRNOT00000021592	301345
ENSRNOG00000014323	Extl2	ENSRNOT00000091001	310803
ENSRNOG00000014323	Extl2	ENSRNOT00000019190	310803
ENSRNOG00000044555	5S_rRNA	ENSRNOT00000069822	
ENSRNOG00000033143	Cep295nl	ENSRNOT00000046213	498028
ENSRNOG00000019426	Ramac	ENSRNOT00000026385	293058
ENSRNOG00000048680	AABR07058091.1	ENSRNOT00000074578	
ENSRNOG00000053404	NEWGENE_1306267	ENSRNOT00000080448	103689921
ENSRNOG00000053404	NEWGENE_1306267	ENSRNOT00000080448	363069
ENSRNOG00000006392	Xrcc6	ENSRNOT00000008819	25019
ENSRNOG00000006392	Xrcc6	ENSRNOT00000066849	25019
ENSRNOG00000015072	Ptgr1	ENSRNOT00000020335	192227
ENSRNOG00000001689	Arl6	ENSRNOT00000002293	363760
ENSRNOG00000005711	Ptprd	ENSRNOT00000075474	313278
ENSRNOG00000048397	Sephs2	ENSRNOT00000074114	308993
ENSRNOG00000019724	Ganab	ENSRNOT00000035650	293721
ENSRNOG00000036362	AC111734.1	ENSRNOT00000054482	
ENSRNOG00000022483	Trim50	ENSRNOT00000032250	288596
ENSRNOG00000032600	Olr375	ENSRNOT00000040608	293808
ENSRNOG00000058469	7SK	ENSRNOT00000087939	
ENSRNOG00000060939	Gstm6l	ENSRNOT00000080228	295362
ENSRNOG00000060939	Gstm6l	ENSRNOT00000077563	295362
ENSRNOG00000039057	Klf8	ENSRNOT00000041039	302582
ENSRNOG00000054332	U7	ENSRNOT00000081615	
ENSRNOG00000004207	Eml5	ENSRNOT00000057601	444982
ENSRNOG00000018102	Coa5	ENSRNOT00000024366	503252
ENSRNOG00000010495	Ttc17	ENSRNOT00000014088	311224
ENSRNOG00000057437	AABR07034456.1	ENSRNOT00000077520	
ENSRNOG00000020544	Sdr39u1	ENSRNOT00000064643	361044
ENSRNOG00000022694	Plekhg5	ENSRNOT00000064841	310999
ENSRNOG00000022694	Plekhg5	ENSRNOT00000084487	310999
ENSRNOG00000022694	Plekhg5	ENSRNOT00000082586	310999
ENSRNOG00000019964	Taok2	ENSRNOT00000064985	64666
ENSRNOG00000019964	Taok2	ENSRNOT00000085304	64666
ENSRNOG00000019964	Taok2	ENSRNOT00000081291	64666
ENSRNOG00000004659	Creld2	ENSRNOT00000006357	362978
ENSRNOG00000060682	U6	ENSRNOT00000080113	
ENSRNOG00000015811	Olr92	ENSRNOT00000021169	293233
ENSRNOG00000019388	Egfl7	ENSRNOT00000026318	245963
ENSRNOG00000061140	7SK	ENSRNOT00000077299	
ENSRNOG00000017641	Rnf44	ENSRNOT00000089885	361212
ENSRNOG00000017641	Rnf44	ENSRNOT00000060822	361212
ENSRNOG00000041219	Mir872	ENSRNOT00000062972	100314260
ENSRNOG00000061225	AABR07060364.1	ENSRNOT00000090525	
ENSRNOG00000033512	Olr234	ENSRNOT00000051038	293379
ENSRNOG00000033338	Gimap6	ENSRNOT00000049038	297076
ENSRNOG00000035525	Mir148b	ENSRNOT00000053648	100313977
ENSRNOG00000001313	Gnaz	ENSRNOT00000001779	25740
ENSRNOG00000010811	Lalba	ENSRNOT00000014456	24528
ENSRNOG00000049638	AABR07035412.1	ENSRNOT00000072008	
ENSRNOG00000050159	AABR07061113.1	ENSRNOT00000073308	
ENSRNOG00000059699	U6	ENSRNOT00000080620	
ENSRNOG00000038106	AABR07026424.1	ENSRNOT00000019033	100359928
ENSRNOG00000009402	Rabgap1	ENSRNOT00000013378	311911
ENSRNOG00000056676	AABR07031360.1	ENSRNOT00000088693	
ENSRNOG00000025693	Tdrd6	ENSRNOT00000038239	316254
ENSRNOG00000017291	Sord	ENSRNOT00000023350	24788
ENSRNOG00000017333	Syt4	ENSRNOT00000023594	64440
ENSRNOG00000046250	LOC100911027	ENSRNOT00000074549	100911027
ENSRNOG00000056160	AABR07004765.1	ENSRNOT00000088468	
ENSRNOG00000049686	Mrpl40	ENSRNOT00000071159	287962
ENSRNOG00000059325	Gm25546	ENSRNOT00000079105	
ENSRNOG00000031703	AABR07071294.1	ENSRNOT00000040710	
ENSRNOG00000047136	Olr229	ENSRNOT00000074866	100911839
ENSRNOG00000046925	LOC100912233	ENSRNOT00000042551	100912233
ENSRNOG00000051429	AABR07046669.1	ENSRNOT00000082787	
ENSRNOG00000060895	U6	ENSRNOT00000082804	
ENSRNOG00000010775	Arrdc4	ENSRNOT00000077479	293019
ENSRNOG00000010775	Arrdc4	ENSRNOT00000051402	293019
ENSRNOG00000051995	Vom1r66	ENSRNOT00000090182	494291
ENSRNOG00000010076	Pkp1	ENSRNOT00000013531	304822
ENSRNOG00000058394	U6	ENSRNOT00000086778	
ENSRNOG00000008218	Atp6v0e2	ENSRNOT00000010853	436582
ENSRNOG00000017824	Ncoa5	ENSRNOT00000024214	296372
ENSRNOG00000002495	AABR07063126.1	ENSRNOT00000003371	
ENSRNOG00000049000	Olr1670	ENSRNOT00000044420	405198
ENSRNOG00000041468	Mir1188	ENSRNOT00000063221	100526588
ENSRNOG00000049619	AABR07053236.1	ENSRNOT00000071530	
ENSRNOG00000035596	Mir207	ENSRNOT00000053719	100314253
ENSRNOG00000025520	Lbx1	ENSRNOT00000021748	499362
ENSRNOG00000053821	U6	ENSRNOT00000085240	
ENSRNOG00000032448	Tas2r104	ENSRNOT00000048210	100310879
ENSRNOG00000003821	Rptor	ENSRNOT00000005337	287871
ENSRNOG00000003875	Ocrl	ENSRNOT00000005267	317576
ENSRNOG00000003875	Ocrl	ENSRNOT00000082363	317576
ENSRNOG00000057398	Gm24916	ENSRNOT00000080409	
ENSRNOG00000029895	Olr752	ENSRNOT00000040444	296004
ENSRNOG00000049297	Ccdc179	ENSRNOT00000074296	499158
ENSRNOG00000009340	Zbtb6	ENSRNOT00000012364	366029
ENSRNOG00000050529	AABR07053304.1	ENSRNOT00000042764	
ENSRNOG00000047300	Bdkrb2	ENSRNOT00000071735	25245
ENSRNOG00000047300	Bdkrb2	ENSRNOT00000074621	25245
ENSRNOG00000045403	AC097153.1	ENSRNOT00000070670	
ENSRNOG00000027533	Ns5atp4	ENSRNOT00000031887	311934
ENSRNOG00000058791	AABR07047174.3	ENSRNOT00000090341	
ENSRNOG00000015283	Nt5c1a	ENSRNOT00000020524	313574
ENSRNOG00000048113	Cbx8	ENSRNOT00000073337	303731
ENSRNOG00000012536	Sgms1	ENSRNOT00000087588	353229
ENSRNOG00000012536	Sgms1	ENSRNOT00000079227	353229
ENSRNOG00000012536	Sgms1	ENSRNOT00000054761	353229
ENSRNOG00000012536	Sgms1	ENSRNOT00000079942	353229
ENSRNOG00000038825	Fabp12	ENSRNOT00000059326	499570
ENSRNOG00000038825	Fabp12	ENSRNOT00000077782	499570
ENSRNOG00000060093	LOC100911156	ENSRNOT00000079308	100911156
ENSRNOG00000060093	LOC100911156	ENSRNOT00000085769	100911156
ENSRNOG00000024349	Cbarp	ENSRNOT00000060690	314622
ENSRNOG00000024298	LOC685762	ENSRNOT00000030377	685762
ENSRNOG00000005697	Slc6a11	ENSRNOT00000008342	79213
ENSRNOG00000055796	AC103574.1	ENSRNOT00000079840	
ENSRNOG00000045624	Olr657	ENSRNOT00000043928	295863
ENSRNOG00000006952	Prex1	ENSRNOT00000009517	311647
ENSRNOG00000053476	AABR07062350.1	ENSRNOT00000081475	
ENSRNOG00000024786	Asb6	ENSRNOT00000034927	296627
ENSRNOG00000056977	AABR07051248.1	ENSRNOT00000077813	
ENSRNOG00000018506	Olr46	ENSRNOT00000024957	405365
ENSRNOG00000008544	B3gnt4	ENSRNOT00000011286	288752
ENSRNOG00000060141	Epdr1	ENSRNOT00000085923	291180
ENSRNOG00000057780	AABR07032496.1	ENSRNOT00000079226	
ENSRNOG00000057780	AABR07032496.1	ENSRNOT00000089212	
ENSRNOG00000014316	Rapgef1	ENSRNOT00000060977	63881
ENSRNOG00000004494	Lta4h	ENSRNOT00000005930	299732
ENSRNOG00000058510	AC127140.1	ENSRNOT00000091087	
ENSRNOG00000021139	Esrra	ENSRNOT00000028697	293701
ENSRNOG00000021139	Esrra	ENSRNOT00000078393	293701
ENSRNOG00000025860	Drc7	ENSRNOT00000031064	291853
ENSRNOG00000010897	Nek6	ENSRNOT00000086147	360161
ENSRNOG00000010897	Nek6	ENSRNOT00000082561	360161
ENSRNOG00000010897	Nek6	ENSRNOT00000014630	360161
ENSRNOG00000054496	AABR07059875.2	ENSRNOT00000091342	
ENSRNOG00000017467	Rab4a	ENSRNOT00000049337	25532
ENSRNOG00000025117	Noxo1	ENSRNOT00000029652	302976
ENSRNOG00000052643	AABR07041778.3	ENSRNOT00000085638	
ENSRNOG00000059303	LOC102552318	ENSRNOT00000091603	102552318
ENSRNOG00000010096	Azi2	ENSRNOT00000013450	316051
ENSRNOG00000010096	Azi2	ENSRNOT00000092142	316051
ENSRNOG00000018708	Ppp1ca	ENSRNOT00000025282	24668
ENSRNOG00000018708	Ppp1ca	ENSRNOT00000091680	24668
ENSRNOG00000011705	Stmn2	ENSRNOT00000015720	84510
ENSRNOG00000006298	Cpne3	ENSRNOT00000008281	313087
ENSRNOG00000047897	Olr868	ENSRNOT00000044946	405110
ENSRNOG00000006420	Rbm38	ENSRNOT00000008764	366262
ENSRNOG00000016874	Zfp521	ENSRNOT00000022637	307579
ENSRNOG00000016874	Zfp521	ENSRNOT00000079682	307579
ENSRNOG00000001657	Cldnd1	ENSRNOT00000002260	288182
ENSRNOG00000018920	Slc25a17	ENSRNOT00000025758	300083
ENSRNOG00000061893	Leng1	ENSRNOT00000091742	292535
ENSRNOG00000013703	Siah2	ENSRNOT00000018488	140593
ENSRNOG00000026040	Prss53	ENSRNOT00000035672	499270
ENSRNOG00000049217	AABR07046699.1	ENSRNOT00000051988	
ENSRNOG00000009110	Psen1	ENSRNOT00000012495	29192
ENSRNOG00000021399	Cfap298	ENSRNOT00000030279	288269
ENSRNOG00000016545	Ift140	ENSRNOT00000022063	100362124
ENSRNOG00000047174	Pcdha4	ENSRNOT00000074051	
ENSRNOG00000010357	Lhx9	ENSRNOT00000014218	289048
ENSRNOG00000029267	LOC103690821	ENSRNOT00000050345	103690821
ENSRNOG00000029267	LOC103690821	ENSRNOT00000050345	103693375
ENSRNOG00000029267	LOC103690821	ENSRNOT00000050345	103694404
ENSRNOG00000020668	Cpsf7	ENSRNOT00000028074	365407
ENSRNOG00000048603	Olr121	ENSRNOT00000048499	293257
ENSRNOG00000017712	Cartpt	ENSRNOT00000023869	29131
ENSRNOG00000029223	Prss32	ENSRNOT00000071525	302970
ENSRNOG00000030628	Eif4a1	ENSRNOT00000049048	287436
ENSRNOG00000013248	Wwc2	ENSRNOT00000017966	498630
ENSRNOG00000020039	Slc5a2	ENSRNOT00000027265	64522
ENSRNOG00000020039	Slc5a2	ENSRNOT00000080872	64522
ENSRNOG00000012528	Zfyve19	ENSRNOT00000016854	499871
ENSRNOG00000010938	Slc7a10	ENSRNOT00000015205	114518
ENSRNOG00000018613	Crip3	ENSRNOT00000061503	501100
ENSRNOG00000049076	Vwc2	ENSRNOT00000071558	501231
ENSRNOG00000007504	Actr10	ENSRNOT00000010300	299121
ENSRNOG00000010877	Alg9	ENSRNOT00000029166	367083
ENSRNOG00000038616	Cox6b2	ENSRNOT00000033197	654441
ENSRNOG00000046001	AABR07030823.1	ENSRNOT00000072687	
ENSRNOG00000001991	Atp5po	ENSRNOT00000002732	192241
ENSRNOG00000047307	Cntfr	ENSRNOT00000075777	313173
ENSRNOG00000058422	Pirb	ENSRNOT00000077327	690955
ENSRNOG00000048212	Krtap26-1	ENSRNOT00000074102	684589
ENSRNOG00000026501	Slc6a19	ENSRNOT00000036714	664630
ENSRNOG00000017826	Mtrr	ENSRNOT00000061790	290947
ENSRNOG00000017826	Mtrr	ENSRNOT00000024041	290947
ENSRNOG00000047267	LOC100910263	ENSRNOT00000048277	100910263
ENSRNOG00000047267	LOC100910263	ENSRNOT00000048277	405193
ENSRNOG00000022798	AABR07024733.1	ENSRNOT00000029573	290589
ENSRNOG00000004169	Fzr1	ENSRNOT00000005624	314642
ENSRNOG00000028449	Rpl9	ENSRNOT00000052231	100364457
ENSRNOG00000003228	Mid1ip1	ENSRNOT00000004305	404280
ENSRNOG00000059517	AC106438.2	ENSRNOT00000084409	299593
ENSRNOG00000036980	Zgrf1	ENSRNOT00000014695	310880
ENSRNOG00000042649	A4gnt	ENSRNOT00000039690	685758
ENSRNOG00000030201	Olr387	ENSRNOT00000044115	405033
ENSRNOG00000030201	Olr387	ENSRNOT00000044115	292324
ENSRNOG00000054269		ENSRNOT00000077709	
ENSRNOG00000004453	AABR07057250.1	ENSRNOT00000005884	299820
ENSRNOG00000027145	Rora	ENSRNOT00000013142	300807
ENSRNOG00000012311	Slc35d3	ENSRNOT00000016400	308717
ENSRNOG00000054267	AABR07017617.2	ENSRNOT00000092212	
ENSRNOG00000019599	Olr230	ENSRNOT00000026506	293374
ENSRNOG00000013287	Sall2	ENSRNOT00000078180	305854
ENSRNOG00000013287	Sall2	ENSRNOT00000017730	305854
ENSRNOG00000006336	Fyco1	ENSRNOT00000008630	301085
ENSRNOG00000006336	Fyco1	ENSRNOT00000087799	301085
ENSRNOG00000054294	Rprd2	ENSRNOT00000085404	100364568
ENSRNOG00000050282	Srcap	ENSRNOT00000072389	361652
ENSRNOG00000053709	AABR07004229.1	ENSRNOT00000092108	
ENSRNOG00000010183	Gask1b	ENSRNOT00000013524	310540
ENSRNOG00000010183	Gask1b	ENSRNOT00000088686	310540
ENSRNOG00000049426	Mmab	ENSRNOT00000072511	687861
ENSRNOG00000003816	Tada1	ENSRNOT00000005090	360874
ENSRNOG00000003816	Tada1	ENSRNOT00000058689	360874
ENSRNOG00000020505	Map4k1	ENSRNOT00000027837	292763
ENSRNOG00000022249	Mllt10	ENSRNOT00000034157	361285
ENSRNOG00000004713	Kcnj16	ENSRNOT00000006238	29719
ENSRNOG00000018377	AC123471.1	ENSRNOT00000024755	103694314
ENSRNOG00000053359	AABR07017781.1	ENSRNOT00000088134	
ENSRNOG00000026212	Micall1	ENSRNOT00000036357	362958
ENSRNOG00000047146	AABR07035089.1	ENSRNOT00000042410	
ENSRNOG00000008310	Mpo	ENSRNOT00000065910	303413
ENSRNOG00000008310	Mpo	ENSRNOT00000081951	303413
ENSRNOG00000008310	Mpo	ENSRNOT00000066474	303413
ENSRNOG00000021776	Cenpc	ENSRNOT00000031074	305270
ENSRNOG00000004171	Dnah9	ENSRNOT00000005583	117251
ENSRNOG00000052896	AABR07017825.4	ENSRNOT00000077849	
ENSRNOG00000010420	Sem1	ENSRNOT00000013841	680532
ENSRNOG00000061300	AABR07032057.1	ENSRNOT00000091133	
ENSRNOG00000057460	AABR07007745.1	ENSRNOT00000084600	
ENSRNOG00000046843	AC135520.1	ENSRNOT00000063135	
ENSRNOG00000004362	Rps6ka5	ENSRNOT00000064716	314384
ENSRNOG00000004362	Rps6ka5	ENSRNOT00000091693	314384
ENSRNOG00000045742	Cyb5d1	ENSRNOT00000074505	363629
ENSRNOG00000008584	Rnaseh1	ENSRNOT00000011819	298933
ENSRNOG00000055017	7SK	ENSRNOT00000087281	
ENSRNOG00000050476	AABR07002247.1	ENSRNOT00000073121	
ENSRNOG00000006030	Ptprz1	ENSRNOT00000008719	25613
ENSRNOG00000014405	Aprt	ENSRNOT00000064180	292072
ENSRNOG00000009000	Foxj2	ENSRNOT00000065419	502886
ENSRNOG00000009000	Foxj2	ENSRNOT00000087883	502886
ENSRNOG00000009970	Gsdme	ENSRNOT00000013264	
ENSRNOG00000009970	Gsdme	ENSRNOT00000086453	
ENSRNOG00000004346	Notch3	ENSRNOT00000037456	56761
ENSRNOG00000019612	Haghl	ENSRNOT00000026536	302995
ENSRNOG00000027997	LOC680520	ENSRNOT00000033716	680520
ENSRNOG00000016936	Nadk	ENSRNOT00000022900	100125370
ENSRNOG00000036934	Abhd12	ENSRNOT00000010641	499913
ENSRNOG00000024651	Greb1	ENSRNOT00000032417	500633
ENSRNOG00000053880	SNORA73	ENSRNOT00000088346	
ENSRNOG00000022139	Serpinb9d	ENSRNOT00000032707	306890
ENSRNOG00000059800	AABR07010150.1	ENSRNOT00000080157	
ENSRNOG00000029881	Clec4m	ENSRNOT00000061749	288378
ENSRNOG00000003834	Map2k4	ENSRNOT00000005293	287398
ENSRNOG00000038437	LOC108350839	ENSRNOT00000049438	108350839
ENSRNOG00000058198	5S_rRNA	ENSRNOT00000079026	
ENSRNOG00000005840	Cacfd1	ENSRNOT00000007677	296599
ENSRNOG00000005840	Cacfd1	ENSRNOT00000083078	296599
ENSRNOG00000016559	Tm2d2	ENSRNOT00000022425	290833
ENSRNOG00000052794	AABR07042863.2	ENSRNOT00000087354	
ENSRNOG00000005367	Slc12a1	ENSRNOT00000008860	25065
ENSRNOG00000005367	Slc12a1	ENSRNOT00000008857	25065
ENSRNOG00000005367	Slc12a1	ENSRNOT00000085647	25065
ENSRNOG00000061586	Gm22830	ENSRNOT00000077572	
ENSRNOG00000000043	Idua	ENSRNOT00000000048	360904
ENSRNOG00000026035	Fam24a	ENSRNOT00000036128	499278
ENSRNOG00000052441	AABR07070505.3	ENSRNOT00000080180	
